title,city,added,offer_id,working_hours,type_of_contract,salary,number_of_views
Kasjer/sprzedawca McDonald's,Jelenia Góra,11 lutego 2018,403150765,Niepełny etat,Umowa o pracę,  ,181
PRACA - PIZZERMAN/KUCHARZ Festa in Tavola w Skarżysku-Kamiennej,Skarżysko-Kamienna,15 lutego 2018,350250264,Pełny etat,Umowa o pracę,  ,405
Zatrudnię Kucharza,Rumia,13 lutego 2018,413403011,Pełny etat,Umowa o pracę,  ,417
McDonald's PKP,Poznań,12 lutego 2018,255129971,Pełny etat,Umowa o pracę,  ,5994
Zatrudnię Szefa kuchni,Krzyżanowice Dolne,13 lutego 2018,379378275,Pełny etat,Umowa o pracę,  ,1510
Kelner/Kelnerka,Bydgoszcz,15 lutego 2018,415350029,Niepełny etat,Umowa zlecenie,13  -  15 zł/godz.,10
Kelnerka z doświadczeniem,Wrocław,15 lutego 2018,407990287,Niepełny etat,Inny,  ,11
"Poszukujemy osób na stanowisko KUCHARZ, POMOC KUCHENNA",Poznań,15 lutego 2018,377455943,Pełny etat,Umowa zlecenie,  ,1249
Szukamy Kelnera/kelnerki,Toruń,15 lutego 2018,410433547,Pełny etat,Umowa zlecenie,  ,2002
Kelner/Kelnerka z doswiadczeniem,Bydgoszcz,15 lutego 2018,415340927,Pełny etat,Umowa o pracę,  ,8
Pomoc kuchenna,Oświęcim,15 lutego 2018,337219446,Pełny etat,Umowa o pracę,  ,24
Praca Piekarz.,Bielsko-Biała,15 lutego 2018,410463417,Pełny etat,Umowa o pracę,  ,407
"KFC Morena Gdańsk - zatrudni pracowników, również tylko na weekendy",Gdańsk,13 lutego 2018,317368104,Pełny etat,Inny,13  -  15 zł/godz.,6046
Kierownik lokalu,Wrocław,15 lutego 2018,248807559,Pełny etat,Umowa o pracę,  ,5537
Zatrudnimy Kucharzy do Benvenuti in Italia w Galerii VIVO,Piła,15 lutego 2018,405121233,Pełny etat,Umowa o pracę,  ,352
Kelner/kelnerka,Kielce,15 lutego 2018,415541541,Pełny etat,Umowa zlecenie,  ,17
"Praca Kucharz Pszczyna Restauracja ""Bazar u Koziołka""",Pszczyna,15 lutego 2018,400633883,Pełny etat,Umowa o pracę,  ,9
Pizza Hut Express w Gorzowie- rozwiń skrzydła,Gorzów Wielkopolski,14 lutego 2018,354789760,Niepełny etat,Umowa zlecenie,  ,9872
Kelner/Kelnerka,Wrocław,13 lutego 2018,372175737,Pełny etat,Umowa o pracę,  ,1941
Kucharz/Pracownik obsługi North Fish KASKADA,Szczecin,13 lutego 2018,232407035,Pełny etat,Umowa o pracę,  ,134
"Kelnerka/Kelner centrum, elastyczne godziny pracy",Warszawa,15 lutego 2018,319581134,Niepełny etat,Umowa zlecenie,  ,7770
"SPRZĄTACZKA w bistro BYTOM (czystość sali, zmywanie naczyć)",Bytom,15 lutego 2018,414844575,Pełny etat,Umowa o pracę,2 100  -  2 400 zł/mies.,448
Pracownik kuchni w KFC Stargard Tesco DT,Stargard,14 lutego 2018,369927091,Pełny etat,Umowa o pracę,  ,4478
Cukiernik,Wrocław,15 lutego 2018,356814298,Pełny etat,Umowa o pracę,  ,1149
Kelner/barman,Wrocław,15 lutego 2018,415543351,Pełny etat,Inny,  ,19
Praca nad morzem **Dźwirzyno**,Poznań,12 lutego 2018,413403543,Pełny etat,Umowa o pracę,3 000  -  4 500 zł/mies.,1776
Kelnerka/bufetowa,Bełchatów,15 lutego 2018,369152056,Pełny etat,Umowa o pracę,  ,929
Praca w pizzerii Da Grasso. Umowa o pracę.,Oleśnica,15 lutego 2018,415541941,Pełny etat,Umowa o pracę,  ,5
Praca dla kucharza,Lublin,15 lutego 2018,317013570,Pełny etat,Umowa o pracę,  ,1504
Kelner,Gniezno,15 lutego 2018,415542823,Pełny etat,Umowa o pracę,  ,13
Pomoc kuchenna - młodszy kucharz,Lublin,31 stycznia 2018,405909795,Pełny etat,Inny,2 000  -  4 000 zł/mies.,2528
Pomoc kuchenna,Bytom,15 lutego 2018,414052247,Pełny etat,Umowa o pracę,15  -  16 zł/godz.,455
Praca dla kelnera / kelnerki,Wrocław,15 lutego 2018,406447823,Pełny etat,Umowa o pracę,2 000  -  2 400 zł/mies.,316
Zatrudnię kucharza /kucharkę,Chwaszczyno,15 lutego 2018,410478115,Pełny etat,Umowa o pracę,  ,517
KUCHARZ - Restauracja SPHINX - Galeria Leszno,Leszno,15 lutego 2018,415542771,Pełny etat,Umowa o pracę,  ,8
Kelner do restauracji włoskiej od zaraz,Warszawa,15 lutego 2018,404405191,Pełny etat,Umowa zlecenie,  ,932
VEGAB zatrudni pracowników obsługi klienta!,Kraków,14 lutego 2018,410533849,Pełny etat,Umowa zlecenie,1 600  -  2 000 zł/mies.,655
Kelner / kelnerka,Toszek,15 lutego 2018,415545461,Dodatkowa / sezonowa,Inny,  ,5
Kelner - Asian Station,Bielsko-Biała,15 lutego 2018,174823659,Pełny etat,Umowa o pracę,  ,202
Obsługa bufetu,Olsztyn,15 lutego 2018,415545903,Pełny etat,Umowa o pracę,  ,20
Praca dla studentów dziennych/zaocznych!! Zdobywaj doświadczenie w KFC,Leszno,11 lutego 2018,389087963,Niepełny etat,Inny,  ,2946
"McDonald's MOP MACHNACZ przy A1, kierunek Gdańsk",Machnacz,15 lutego 2018,381207707,Pełny etat,Umowa o pracę,  ,1759
Studentkę/ta zatrudnie do obsługi sali w CharlieCafe na Powiślu,Warszawa,15 lutego 2018,318965768,Pełny etat,Umowa zlecenie,  ,6151
Sushi Master poszukiwany,Częstochowa,6 lutego 2018,412393003,Pełny etat,Inny,  ,334
Kasjer - praca w Restauracji. Dobre zarobki,Oświęcim,15 lutego 2018,415524377,Pełny etat,Umowa o pracę,  ,38
Praca w restauracji KFC SOBIESKIEGO,Wrocław,15 lutego 2018,410541673,Niepełny etat,Umowa zlecenie,13  -  16 zł/godz.,379
Praca w Restauracji McDonald's Konstancin - 2900 zł brutto,Warszawa,15 lutego 2018,288023133,Niepełny etat,Umowa o pracę,2 900  -  2 950 zł/mies.,23
Pizzermen z doświadczeniem 15 zł /h NETTO (NA RĘKE!),Katowice,15 lutego 2018,405545165,Pełny etat,Umowa zlecenie,3 500  -  4 500 zł/mies.,1235
Bistro-Kawiarnia na lotnisku zatrudni pracownika,Łódź,15 lutego 2018,415525627,Dodatkowa / sezonowa,Inny,10  -  13 zł/godz.,56
Kierownik Restauracji,Łódź,15 lutego 2018,400170527,Pełny etat,Umowa o pracę,  ,1369
Gastronomia,Szczecin,15 lutego 2018,415526183,Pełny etat,Umowa o pracę,  ,33
Barman - zatrudnię w Holiday Inn Dąbrowa Górnicza,Dąbrowa Górnicza,15 lutego 2018,286512430,Pełny etat,Umowa o pracę,  ,1338
Praca w Burger King CH Karolinka,Opole,15 lutego 2018,234728907,Pełny etat,Umowa o pracę,2 180  -  2 200 zł/mies.,643
Ekspedientki do baru,Szczecin,15 lutego 2018,314499482,Niepełny etat,Umowa o pracę,  ,4814
Piekarz - Schulstad - Poznań,Poznań,15 lutego 2018,214571715,Pełny etat,Umowa o pracę,  ,160
Praca | Pomoc kuchenna dla osób z niepełnosprawnością,Katowice,15 lutego 2018,415520811,Niepełny etat,Umowa o pracę,  ,23
Pracownik McCafe,Machnacz,15 lutego 2018,389085869,Pełny etat,Umowa o pracę,  ,1242
Praca od zaraz,Iława,15 lutego 2018,415518221,Pełny etat,Umowa o pracę,  ,54
Kasjer / Sprzedawca,Wałbrzych,15 lutego 2018,349946004,Pełny etat,Umowa o pracę,2 000  -  3 000 zł/mies.,6333
Poszukiwana osoba do sprzątania/zmywak Restauracja Karkut,Szczecin,15 lutego 2018,415484209,Pełny etat,Umowa o pracę,  ,59
Atrakcyjna Praca Młodszy Kucharz/Kucharka,Bielsko-Biała,15 lutego 2018,401914307,Pełny etat,Umowa o pracę,  ,33
"Kelner/ka- elastyczny grafik, niewymagane doświadczenie",Chudów,15 lutego 2018,415522731,Pełny etat,Umowa zlecenie,  ,12
Zatrudnie kucharza,Legnica,15 lutego 2018,415522125,Pełny etat,Umowa o pracę,  ,16
Pizzerman w restauracji. Dobre zarobki.,Oświęcim,15 lutego 2018,415513915,Pełny etat,Umowa o pracę,  ,16
Sprzedawca w lodziarni,Mikołajki,15 lutego 2018,415520309,Dodatkowa / sezonowa,Umowa zlecenie,1 500  -  2 700 zł/mies.,15
Szef Kuchni Poznań,Poznań,15 lutego 2018,414834127,Pełny etat,Inny,  ,173
Obsługa klienta – kelner,Kraków,15 lutego 2018,415526327,Pełny etat,Umowa zlecenie,  ,24
Barman / Kelner,Lublin,15 lutego 2018,415526487,Pełny etat,Inny,  ,48
Praca w Restauracji McDonald's Konstancin - 2900 zł brutto,Konstancin-Jeziorna,15 lutego 2018,289245371,Niepełny etat,Umowa o pracę,2 900  -  2 950 zł/mies.,9
Dystrybucja posiłków - BIAŁYSTOK,Białystok,15 lutego 2018,229924231,Pełny etat,Umowa zlecenie,  ,20975
Kelnerka/ Kelner w znanej Restauracji,Częstochowa,15 lutego 2018,410528329,Pełny etat,Umowa o pracę,  ,506
Stanowisko KELNERKA i KUCHARKA/ KUCHARZ zatrudnię okolice Koła i Turku,Koło,15 lutego 2018,331898820,Pełny etat,Inny,  ,3053
Krakowska restauracja avangarda zatrudni kelnerów,Kraków,15 lutego 2018,414838239,Pełny etat,Umowa o pracę,2 400  -  5 500 zł/mies.,240
Kelner/kelnerka,Olsztyn,15 lutego 2018,41014025,Pełny etat,Umowa o pracę,  ,42
Praca dla kucharza,Gdynia,15 lutego 2018,415530257,Pełny etat,Umowa o pracę,  ,19
Pomoc Kuchenna. Umowa o pracę. Pełen Etat. Auto służbowe.,Poznań,15 lutego 2018,413993903,Pełny etat,Umowa o pracę,16  -  17 zł/godz.,893
Bowling Club Lubin BARMAN,Lubin,15 lutego 2018,415531861,Niepełny etat,Inny,  ,13
CAMPO Modern Grill rekrutuje kucharzy,Wrocław,15 lutego 2018,410231353,Pełny etat,Umowa zlecenie,2 500  -  4 500 zł/mies.,701
Praca POMOC KUCHENNA Catering dietetyczny Zakrzewo od stycznia !,Zakrzewo,15 lutego 2018,397215117,Pełny etat,Umowa o pracę,14  -  15 zł/godz.,13
Pracownik punktu gastronomicznego,Szczyrk,15 lutego 2018,374531705,Dodatkowa / sezonowa,Umowa zlecenie,  ,750
Zatrudnimy kelnera/recepcjonistę - hotel w Łazach / Lesznowoli,Łazy,15 lutego 2018,415499625,Pełny etat,Umowa o pracę,14  -  15 zł/godz.,19
Atrakcyjna praca dla Kucharki lub Kucharza,Poznań,15 lutego 2018,390613307,Pełny etat,Umowa o pracę,  ,1141
Młodszy kucharz/pomoc kucharza,Warszawa,15 lutego 2018,362438866,Pełny etat,Umowa o dzieło,13  -  15 zł/godz.,549
Poszukiwany/a kucharz i kelner!,Zakopane,15 lutego 2018,415503315,Pełny etat,Inny,  ,20
McDonald's MOP Małopole zatrudni pracowników,Dąbrówka,15 lutego 2018,390829223,Pełny etat,Umowa o pracę,2 400  -  3 000 zł/mies.,344
"Kelnerka, pizzer, dostawca",Piaseczno,15 lutego 2018,370165847,Pełny etat,Umowa zlecenie,12  -  15 zł/godz.,1379
"Zatrudnię Kelnerkę\Barmankę do pracy w restauracji ""Gościniec Brański""",Brańsk,15 lutego 2018,415496451,Niepełny etat,Inny,  ,36
Express Kuchnia Marche zatrudni osobę na zmywak,Szczecin,15 lutego 2018,389220827,Pełny etat,Umowa o pracę,  ,1618
Przyjmiemy do pracy,Krynica-Zdrój,15 lutego 2018,415503461,Pełny etat,Umowa zlecenie,  ,36
Cukiernik A. Blikle,Bielawa,15 lutego 2018,396040757,Pełny etat,Umowa o pracę,  ,10
Restauracja Due Tavoli Galeria Bronowice zatrudni jako kelner/ka,Kraków,15 lutego 2018,381858113,Pełny etat,Umowa zlecenie,  ,2180
Praca w lodziarnio-kawiarni !,Warszawa,15 lutego 2018,415504859,Dodatkowa / sezonowa,Umowa zlecenie,  ,70
Szukamy osoby na zmywak do restauracji w Złotych Tarasach,Warszawa,15 lutego 2018,370412297,Pełny etat,Umowa o pracę,14  -  18 zł/godz.,1358
"Pizzeria w Galerii zatrudni pomoc pizzera, pizzera atrakcyjna stawka",Kraków,15 lutego 2018,341591862,Pełny etat,Umowa o pracę,  ,5469
"Restauracja w Galerii Bronowice zatrudni kelnerów, osoby do obsługi.",Kraków,15 lutego 2018,331756118,Pełny etat,Umowa zlecenie,  ,2554
Restauracja w Galerii Bronowice zatrudni kucharza.,Kraków,15 lutego 2018,341603930,Pełny etat,Umowa o pracę,  ,3131
Pizzer/kucharz,Czechowice-Dziedzice,15 lutego 2018,415507687,Pełny etat,Umowa o pracę,  ,13
Subway Al.Jana Pawła II 18 WEEKENDY (rondo ONZ),Warszawa,15 lutego 2018,240326191,Niepełny etat,Umowa zlecenie,14  -  15 zł/godz.,657
Hotel*** w Zielonce zatrudni kucharza. Praca na stałe.,Zielonka,15 lutego 2018,355853884,Pełny etat,Umowa o pracę,  ,1852
Sprzątanie restauracji i pokoi hotelowych,Wrocław,15 lutego 2018,410473495,Pełny etat,Umowa o pracę,  ,883
Barmanka,Czechowice-Dziedzice,15 lutego 2018,415509145,Pełny etat,Umowa o pracę,  ,22
Zatrudnię szefa kuchni,Bielsko-Biała,15 lutego 2018,353757906,Pełny etat,Umowa o pracę,  ,450
Bistro CHARLOTTE Menora szuka kelnerów!!!,Warszawa,15 lutego 2018,406803859,Niepełny etat,Umowa zlecenie,  ,2234
Kelnera zatrudni Restauracja Trzej Kucharze,Kraków,15 lutego 2018,415510525,Pełny etat,Umowa o pracę,  ,37
Kucharka,Studzianki,15 lutego 2018,393797755,Pełny etat,Umowa o pracę,  ,297
Kelnerka na weekendy,Nakło nad Notecią,15 lutego 2018,415503221,Dodatkowa / sezonowa,Umowa zlecenie,  ,31
"Kucharz/Kucharka, Restauracja Czary Mary",Wrocław,15 lutego 2018,414823047,Pełny etat,Umowa o pracę,  ,149
Restauracja McDonald's Sadyba zatrudni pracowników restauracji,Warszawa,15 lutego 2018,161277657,Niepełny etat,Umowa o pracę,  ,10292
Zatrudnię kucharzy/kucharki,Wejherowo,15 lutego 2018,304824450,Pełny etat,Umowa o pracę,  ,3202
Kelner/Kelnerka Sakana Sushi,Wrocław,15 lutego 2018,359384144,Pełny etat,Umowa zlecenie,  ,52
Kelner i pomoc kuchenna - Zajazd DUET - Emilianów k/Radzymina,Emilianów,15 lutego 2018,409266435,Pełny etat,Umowa o pracę,  ,440
KELNERKI & barback,Kraków,15 lutego 2018,415514265,Pełny etat,Umowa o pracę,2 400  -  2 900 zł/mies.,48
Barista McCafe Wrocław Paprotna 7,Wrocław,15 lutego 2018,326269566,Pełny etat,Umowa o pracę,  ,1227
Weekendowo dla studenta w McDonald's Marino,Wrocław,15 lutego 2018,362343024,Niepełny etat,Umowa o pracę,  ,1178
Restauracja McDonald's Żmigrodzka Weekendy,Wrocław,15 lutego 2018,339665938,Niepełny etat,Umowa o pracę,  ,898
Przyjmę do pracy,Raciąż,15 lutego 2018,381654101,Pełny etat,Umowa o pracę,  ,2906
KELNER/-KA_nowa Restauracja w Przeźmierowie,Przeźmierowo,15 lutego 2018,377383185,Pełny etat,Umowa o pracę,  ,1605
Kelnerzy/ Kelnerki Austria,Poznań,15 lutego 2018,415485079,Pełny etat,Umowa o pracę,1 400  -  1 500 zł/mies.,36
Praca w restauracji KFC Auchan Bielany,Wrocław,15 lutego 2018,410450875,Niepełny etat,Umowa zlecenie,13  -  16 zł/godz.,231
Zatrudnię kucharkę-pomoc,Żory,15 lutego 2018,405393585,Pełny etat,Umowa o pracę,  ,2590
Praca w herbaciarni/cukierni,Warszawa,15 lutego 2018,413990831,Pełny etat,Umowa o pracę,14  -  17 zł/godz.,784
ZATRUDNIMY Kucharza Oleśnica,Oleśnica,15 lutego 2018,325649968,Pełny etat,Umowa o pracę,  ,1498
Praca w restauracji KFC Centrum Handlowe Gołąbkowice,Nowy Sącz,15 lutego 2018,265978253,Pełny etat,Umowa o pracę,  ,5619
Zatrudnię kucharza / kucharkę,Staszów,15 lutego 2018,415485501,Pełny etat,Umowa o pracę,2 100  -  3 000 zł/mies.,28
Kucharz/ Kucharka,Wrocław,15 lutego 2018,397419271,Pełny etat,Umowa o pracę,2 500  -  3 500 zł/mies.,1123
Restauracja Złota Kaczka zatrudni kucharza.,Łódź,15 lutego 2018,415488843,Pełny etat,Umowa o pracę,  ,44
Pizzer,Warszawa,15 lutego 2018,415486585,Pełny etat,Umowa o pracę,  ,58
Cukiernika na pełen etat,Wrocław,15 lutego 2018,220578639,Pełny etat,Umowa o pracę,  ,9475
Praca przy produkcji pączków Ostrów Wlkp./ Kalisz,Ostrów Wielkopolski,15 lutego 2018,375146073,Pełny etat,Umowa o pracę,  ,1140
"Poranki w McDonald's w Magnolia Park- 14,00 brutto/h + dodatki!",Wrocław,15 lutego 2018,375580705,Niepełny etat,Umowa o pracę,  ,1669
"Restauracja Złota Kaczka zatrudni kelnerów, kelnerki",Łódź,15 lutego 2018,415491353,Pełny etat,Umowa o pracę,  ,37
Szefa Kuchni / Kucharza do hotelu,Piorunów,15 lutego 2018,413362325,Pełny etat,Umowa o pracę,2 000  -  5 000 zł/mies.,250
Zatrudnię szefa kuchni,Łódź,15 lutego 2018,352767008,Pełny etat,Inny,  ,891
Kucharz/ pomoc kuchenna,Gródek nad Dunajcem,15 lutego 2018,405248009,Dodatkowa / sezonowa,Umowa zlecenie,  ,559
Zatrudnię pracownika na stanowisku gastronomicznym,Łódź,15 lutego 2018,415492545,Pełny etat,Inny,  ,101
Młodszy Kierownik Zmiany,Wrocław,15 lutego 2018,407647823,Pełny etat,Umowa o pracę,  ,478
Praca na kuchni - pierwsza zmiana.,Czechowice-Dziedzice,15 lutego 2018,400208769,Pełny etat,Umowa zlecenie,  ,2292
Praca w KFC- bezpłatny dojazd!,Rzędziwojowice,15 lutego 2018,375355001,Pełny etat,Umowa o pracę,15  -  17 zł/godz.,300
Szef gastronomi event manager,Bolesławiec,15 lutego 2018,415493787,Pełny etat,Umowa o pracę,  ,18
Pomoc Kucharza - Kartuzy,Kartuzy,15 lutego 2018,414366639,Pełny etat,Umowa o pracę,  ,166
BARMANKĘ od zaraz zatrudnimy!,Łódź,15 lutego 2018,415492397,Pełny etat,Umowa o pracę,2 200  -  3 200 zł/mies.,67
Praca w punkcie Piece of Cake(cukiernia)/CZAS NA HERBATĘ,Warszawa,15 lutego 2018,375166253,Pełny etat,Umowa zlecenie,  ,1638
Kucharz,Pszczew,15 lutego 2018,415492955,Pełny etat,Umowa o pracę,  ,18
Kucharz - kuchnia gorąca - Restauracja Brofaktura,Siedlce,15 lutego 2018,357697506,Pełny etat,Umowa o pracę,  ,2301
Pracownik Restauracji - Bełchatów,Bełchatów,15 lutego 2018,299250786,Pełny etat,Umowa zlecenie,  ,13756
Pizzer,Zakopane,15 lutego 2018,412215617,Pełny etat,Umowa o pracę,13  -  15 zł/mies.,200
Zastępca Managera Restauracji,Wałbrzych,15 lutego 2018,349948270,Pełny etat,Umowa o pracę,2 500  -  4 000 zł/mies.,3533
Kelner / sieciowa restauracja,Szczecin,15 lutego 2018,406408889,Pełny etat,Umowa o pracę,  ,401
Pracownik zaplecza kuchni,Kraków,15 lutego 2018,311995842,Pełny etat,Umowa zlecenie,15  -  16 zł/godz.,11173
Pomoc kucharza zatrudnię,Szczecin,15 lutego 2018,415466295,Pełny etat,Umowa o pracę,  ,64
Kucharz,Łódź,15 lutego 2018,415468781,Niepełny etat,Umowa o pracę,1 000  -  5 000 zł/mies.,53
Praca dla kucharza/ etat/sieciowa restauracja,Szczecin,15 lutego 2018,406408273,Pełny etat,Umowa o pracę,  ,381
Praca kucharka Grillbar,Łochów,15 lutego 2018,415471235,Pełny etat,Umowa o pracę,2 500  -  3 000 zł/mies.,32
Kelnerka do Restauracji Limonka w Ursusie,Warszawa,15 lutego 2018,409932789,Pełny etat,Umowa zlecenie,  ,367
Pracownik kawiarni,Jastrzębie-Zdrój,15 lutego 2018,415473163,Pełny etat,Umowa o pracę,  ,103
Kucharz śniadaniowy,Kraków,15 lutego 2018,362829144,Pełny etat,Umowa zlecenie,  ,1726
Kelner/kelnerka,Opole,15 lutego 2018,342869168,Niepełny etat,Umowa zlecenie,  ,2225
Kucharz Lunchowy od Pon- Pt 9-18 do Restauracji w Ursusie,Warszawa,15 lutego 2018,319327076,Pełny etat,Umowa zlecenie,  ,859
Pomoc kuchenno barowa,Warszawa,15 lutego 2018,415471237,Pełny etat,Umowa zlecenie,  ,74
Restauracja Świętojańska21 zatrudni na stanowisko POMOC KUCHENNA,Białystok,15 lutego 2018,415472851,Pełny etat,Inny,  ,77
Praca w kawiarni w Centrum Kultury w Izabelinie,Izabelin C,15 lutego 2018,414783685,Pełny etat,Umowa zlecenie,  ,63
Kelnerka,Gdańsk,15 lutego 2018,252112037,Pełny etat,Umowa o pracę,  ,6132
Osoba utrzymujaca porządek w restauracji,Zawiercie,15 lutego 2018,415474847,Pełny etat,Umowa o pracę,  ,92
Kucharz/młodszy kucharz - kuchnia zimna_Brofaktura,Siedlce,15 lutego 2018,405496715,Pełny etat,Umowa o pracę,  ,640
Stara pączkarnia szuka pracowników do przyuczenia,Kołobrzeg,15 lutego 2018,415475967,Pełny etat,Umowa zlecenie,  ,96
Referent ds. księgowości,Wrocław,15 lutego 2018,415477793,Pełny etat,Umowa o pracę,  ,56
Pracownik restauracji Pizza Hut Bydgoszcz,Bydgoszcz,15 lutego 2018,250431203,Niepełny etat,Umowa zlecenie,13  -  14 zł/godz.,564
Pomoc do kuchni,Sulejówek,15 lutego 2018,414683551,Pełny etat,Umowa o pracę,  ,202
CUKIERNICZKA z pasją do pieczenia i robienia pięknych deserów,Poznań,14 lutego 2018,364940476,Pełny etat,Umowa o pracę,  ,1677
Kelner/kelnerka- restauracja w Ustce zatrudni,Słupsk,15 lutego 2018,415448127,Dodatkowa / sezonowa,Umowa zlecenie,2 000  -  2 500 zł/mies.,58
Praca w pizzerii - atrakcyjna stawka,Raszyn,15 lutego 2018,414761059,Pełny etat,Umowa o pracę,  ,64
Pizza Hut Delivery Leclerc,Wrocław,15 lutego 2018,367365102,Pełny etat,Umowa zlecenie,14  -  15 zł/godz.,824
Praca w KFC-bezpłatny dojazd! Stawka 15zł/h,Grodków,15 lutego 2018,375353479,Pełny etat,Umowa o pracę,15  -  17 zł/godz.,703
Kelner,Dębica,15 lutego 2018,301379130,Pełny etat,Umowa o pracę,  ,18781
KUCHARZ Praca od zaraz,Zabrze,15 lutego 2018,370069881,Pełny etat,Umowa o pracę,  ,431
Zatrudnimy Pomoc Kuchenną Pizzeria,Wrocław,15 lutego 2018,410394819,Pełny etat,Umowa o pracę,13  -  14 zł/mies.,1138
Praca od zaraz !,Złotniki Kujawskie,15 lutego 2018,414761449,Niepełny etat,Umowa o pracę,10  -  11 zł/godz.,274
Poszukiwani Barmani/Barmanki,Szczecin,15 lutego 2018,372045479,Pełny etat,Umowa o pracę,13  -  16 zł/godz.,83
Poszukiwani Kelner/Kelnerka do restauracji Karkut,Szczecin,15 lutego 2018,372047105,Pełny etat,Umowa o pracę,  ,2220
Kucharza do baru kebab,Marki,15 lutego 2018,415452947,Pełny etat,Umowa zlecenie,  ,23
Kelner,Piotrków Trybunalski,15 lutego 2018,380887937,Pełny etat,Umowa zlecenie,  ,2266
"Pizzer, pizzaiolo - robienie pizzy!",Wrocław,15 lutego 2018,389587459,Pełny etat,Umowa o pracę,15  -  22 zł/mies.,869
Technolog żywienia,Karpacz,15 lutego 2018,409417561,Pełny etat,Umowa o pracę,2 800  -  2 900 zł/mies.,194
Cukiernia zatrudni cukiernika,Warszawa,15 lutego 2018,415453535,Pełny etat,Umowa o pracę,  ,61
Barmanka,Sosnowiec,15 lutego 2018,255820765,Pełny etat,Umowa o pracę,  ,3334
Kuchnia marzeń dla każdego kucharza - codziennie gotujemy coś innego!,Gorzów Wielkopolski,6 lutego 2018,353655222,Pełny etat,Umowa o pracę,  ,4729
Kelner,Sulejów,15 lutego 2018,335382072,Pełny etat,Umowa o pracę,  ,1276
Pomoc kuchenna w Smacznej Diecie,Gorzów Wielkopolski,15 lutego 2018,366627254,Pełny etat,Umowa o pracę,  ,8438
Pracownik kuchni Pizza Hut Ursus - Warszawa,Warszawa,15 lutego 2018,385680997,Pełny etat,Umowa o pracę,14  -  15 zł/godz.,96
Zatrudnimy barmankę,Milicz,15 lutego 2018,381634239,Niepełny etat,Umowa o pracę,  ,1150
Zatrudnię Szefa Kuchni,Warszawa,15 lutego 2018,413968009,Pełny etat,Umowa o pracę,  ,488
Braman / kelner,Kraków,15 lutego 2018,389529261,Pełny etat,Umowa zlecenie,  ,989
Kelnerkę do baru kebab,Marki,15 lutego 2018,415455789,Pełny etat,Umowa zlecenie,  ,31
Otwieramy nowa Restaurację Mcdonald’s Wiatraczna – bądź jej częścią ,Warszawa,15 lutego 2018,380985173,Pełny etat,Umowa o pracę,  ,5241
Restauracja McDonald's Wileńska zatrudni pracownikow restauracji,Warszawa,15 lutego 2018,89670505,Pełny etat,Umowa o pracę,  ,2810
Da Grasso Łowicz,Łowicz,12 lutego 2018,414603859,Pełny etat,Umowa o pracę,2 500  -  3 500 zł/mies.,496
Pomoc kuchenna - Żukowo - restauracja Speedy Gonzalez,Żukowo,15 lutego 2018,344627948,Pełny etat,Umowa o pracę,  ,2241
Kelnerka / Kelner,Kędzierzyn-Koźle,15 lutego 2018,415456499,Pełny etat,Umowa o pracę,  ,38
Kucharz,Wrocław,15 lutego 2018,397415787,Pełny etat,Umowa o pracę,2 500  -  4 500 zł/mies.,912
Kucharz K/M,Warszawa,15 lutego 2018,405812381,Pełny etat,Umowa o pracę,  ,1934
Kelner/kelnerka 13zł/h na ręke,Wisła,15 lutego 2018,341064454,Pełny etat,Umowa o pracę,  ,1046
Zatrudnimy kelnerkę,Inowrocław,15 lutego 2018,258446127,Pełny etat,Umowa o pracę,  ,5510
Barman/ barmanka do pubu z rzemieślniczymi piwami,Warszawa,15 lutego 2018,254203439,Niepełny etat,Umowa zlecenie,  ,3998
Samodzielny kucharz Kantyna VW Swarzędz,Swarzędz,15 lutego 2018,413316461,Pełny etat,Umowa o pracę,1  -  2 zł/godz.,387
Zatrudnię kucharza z doświadczeniem,Malbork,15 lutego 2018,386821253,Pełny etat,Umowa o pracę,  ,1073
Pizzeria Peperoni zatrudni kucharza,Szczecin,15 lutego 2018,329760980,Dodatkowa / sezonowa,Umowa zlecenie,  ,1251
Zajazd WEDETA zatrudni osobę na stanowisko: Kucharz,Mielec,15 lutego 2018,415433129,Pełny etat,Umowa o pracę,3 500  -  4 500 zł/mies.,74
Pizzer,Opole,15 lutego 2018,415434535,Pełny etat,Umowa o pracę,  ,45
Restauracja KFC FORDON zatrudni Kierowców,Bydgoszcz,15 lutego 2018,377635059,Pełny etat,Umowa o pracę,  ,2015
Pomoc kuchenną do pracy w restauracji przy ul. Fordońskiej zatrudnimy,Bydgoszcz,15 lutego 2018,318796130,Pełny etat,Umowa o pracę,  ,7944
Pracownik Zaplecza kuchni - Steward,Serock,15 lutego 2018,287696457,Pełny etat,Umowa zlecenie,  ,22
Restauracja KFC Piła zatrudni KIEROWCÓW,Piła,15 lutego 2018,273819673,Pełny etat,Umowa zlecenie,  ,11244
PRACA sezonowa od maja do września,Władysławowo,15 lutego 2018,407628825,Dodatkowa / sezonowa,Umowa o pracę,  ,877
Pomoc kuchenna - Pracownik produkcji,Manasterz,15 lutego 2018,413956457,Pełny etat,Inny,1 500  -  2 500 zł/mies.,437
Kucharz/pomoc kuchenna,Wronki,15 lutego 2018,350889762,Pełny etat,Umowa o pracę,  ,44
